100	162
AmyRedford	1	3
AbdulazizKamilov	1	1
AlbertoAcosta	3	2
AliFallahian	2	2
AleksanderKwasniewski	3	1
AlannaUbach	1	1
AngelinaJolie	1	2
AaronGuiel	2	2
AllySheedy	1	1
AlexSink	2	1
AdrianFernandez	1	1
AlfonsoPortillo	2	1
AlecosMarkides	2	3
AdelAl-Jubeir	3	3
AlfredoMoreno	2	1
AkmalTaher	1	1
AkikoMorigami	3	1
AbelPacheco	3	3
AnjumHussain	2	2
AlainDucasse	3	3
AlisonLohman	3	1
AliMohammedMaher	1	3
AllisonJanney	1	3
AllysonFelix	1	2
AdrienBrody	1	2
AbbasKiarostami	3	1
AlejandroToledo	2	2
AngelaMerkel	2	2
AndrewLuster	1	2
AbdoulayeWade	3	3
AdamAnt	2	3
AkbarHashemiRafsanjani	4	2
AliciaKeys	2	1
AlDavis	3	2
AishwaryaRai	1	2
AmyBrenneman	2	2
AndreaBocelli	2	1
AliciaSilverstone	3	4
AndrewWetzler	2	1
AnitaDeFrantz	3	2
AngelaBassett	2	1
AmandaPlumer	2	1
AmandaBeard	4	1
AlexPenelas	2	1
AlessandraCerna	1	1
AlbertoGonzales	3	1
AdrianaPerezNavarro	2	3
AhmedQureia	2	1
AlanDershowitz	3	2
AliciaWitt	1	2
AndreAgassi	2	1
AndrewFirestone	1	1
AlexKing	1	2
AndyLau	1	1
AaronTippin	1	1
AbdulMajeedShobokshi	3	3
AlbertBrooks	3	1
AlPacino	3	3
AngelLockward	2	2
AlexZanardi	1	2
AliAbbas	1	2
AlexandraPelosi	3	2
AlvaroSilvaCalderon	1	1
AngelaMascia-Frye	2	2
AlexCabrera	2	2
Abdullah	1	2
AdrianNastase	1	3
AlexisDennisoff	4	2
AndyWarhol	1	2
AlastairCampbell	3	3
AndrewFastow	1	2
AlysonHannigan	1	2
AdoorGopalakarishnan	1	3
AgbaniDarego	3	4
AkbarAlBaker	3	3
AmramMitzna	1	1
AaronEckhart	1	3
AdamSandler	2	3
AngieArzola	2	2
AidanQuinn	2	1
AndresDAlessandro	2	2
AhmadMasood	2	2
AlecBaldwin	1	1
AlvaroUribe	4	1
AhmetNecdetSezer	2	2
AlyWagner	1	1
AkhmedZakayev	3	1
AaronSorkin	3	2
AlfredodiStefano	3	1
AndyBenes	1	2
AldoParedes	3	2
AlbertoFujimori	1	2
AbbaEban	3	3
AlanBall	2	3
AbdullahGul	3	2
AdriannaZuzic	3	2
AlimzhanTokhtakhounov	2	2
AlejandroGonzalezInarritu	1	3
AlGore	2	1
AlSharpton	2	3
AbrahamFoxman	2	2
AmandaMarsh	3	2
AngelaLansbury	3	1
AmberTamblyn	2	2
AlanisMorissette	3	1
AlexFerguson	1	2
AlexisBledel	2	1
AdrianaLima	3	1
AlmaPowell	1	1
AbdulRahman	3	1
AlexandreHerchcovitch	3	2
AbidHamidMahmudAl-Tikriti	3	3
AndersEbbeson	2	1
AlexandreDaigle	1	1
AndrewCuomo	1	1
AndreaYates	2	1
AlekWek	3	2
AmySmart	2	2
AlLeiter	1	1
AbdullatifSener	2	1
AhmedChalabi	2	2
AndreasVinciguerra	1	1
AlexanderLukashenko	2	1
AndresManuelLopezObrador	1	2
AmyYasbeck	2	2
AngeloReyes	3	2
AmelieMauresmo	2	2
AgnesBruckner	4	4
AndreaDeCruz	2	2
AndyRoddick	2	1
AngieMartinez	2	3
AmrMoussa	3	3
AlexanderPayne	3	2
AlexandreDespatie	2	2
AlexHolmes	3	3
AmandaBynes	2	1
AmeliaVega	1	1
AlessandroNesta	1	2
AbdullahAhmadBadawi	3	1
AndreBucher	2	AlexPenelas	1
AlfonsoCuaron	2	AndersEbbeson	2
AbdelAzizAl-Hakim	1	AliciaSilverstone	3
AlfredSant	3	AidanQuinn	2
AnibalIbarra	1	AbrahamFoxman	1
AndresPastrana	2	AndyWarhol	2
AJCook	1	AmyYasbeck	1
AlvaroNoboa	2	AhmetNecdetSezer	2
AndyGarcia	1	AliMohammedMaher	1
AndyRooney	2	AlexSink	2
AdisaiBodharamik	1	AlbertoAcosta	2
AmberFrey	1	AlfredodiStefano	2
AdamScott	1	AbdulRahman	1
AndyGriffith	1	AdelAl-Jubeir	3
AdrianAnnus	2	AmyBrenneman	3
AndyDick	2	AlDavis	1
AlbertoRuizGallardon	1	AhmedChalabi	1
AlexaVega	1	AhmedAhmed	1
AliKhamenei	2	AllysonFelix	3
AlexanderDowner	2	AlessandroNesta	3
AhmedAhmed	1	AlanBall	3
AlexCejka	2	AndyBenes	2
AndrewBernard	3	AlbertoAcosta	2
AmyRedford	1	AmandaMarsh	2
AbdulazizKamilov	3	AlfonsoPortillo	1
AlbertoAcosta	2	AngelaMerkel	2
AliFallahian	2	AlexaVega	3
AleksanderKwasniewski	3	AgbaniDarego	1
AlannaUbach	1	AlvaroNoboa	3
AngelinaJolie	2	AndreAgassi	2
AaronGuiel	1	AlexisDennisoff	4
AllySheedy	1	AdisaiBodharamik	3
AlexSink	3	AndyWarhol	1
AdrianFernandez	2	AliAbbas	4
AlfonsoPortillo	1	AmramMitzna	3
AlecosMarkides	2	AndresManuelLopezObrador	3
AdelAl-Jubeir	1	AbdulMajeedShobokshi	2
AlfredoMoreno	1	AishwaryaRai	2
AkmalTaher	1	AmberFrey	1
AkikoMorigami	2	AngieMartinez	3
AbelPacheco	2	AbdullatifSener	3
AnjumHussain	2	AngieArzola	1
AlainDucasse	3	AdamScott	3
AlisonLohman	2	AlfredodiStefano	2
AliMohammedMaher	3	AnitaDeFrantz	3
AllisonJanney	2	AndyWarhol	2
AllysonFelix	1	AlbertoRuizGallardon	1
AdrienBrody	1	AliFallahian	2
AbbasKiarostami	2	AngieArzola	1
AlejandroToledo	1	AlbertoFujimori	1
AngelaMerkel	1	AlDavis	2
AndrewLuster	1	AngieMartinez	2
AbdoulayeWade	2	AlexFerguson	3
AdamAnt	2	AbbaEban	3
AkbarHashemiRafsanjani	3	AmandaPlumer	1
AliciaKeys	1	AbdullatifSener	2
AlDavis	1	AlexHolmes	2
AishwaryaRai	1	AdrianAnnus	1
AmyBrenneman	3	AliciaSilverstone	3
AndreaBocelli	3	AkbarAlBaker	2
AliciaSilverstone	2	AngieArzola	2
AndrewWetzler	2	AbelPacheco	3
AnitaDeFrantz	3	AbelPacheco	3
AngelaBassett	3	AmelieMauresmo	1
AmandaPlumer	1	AngieMartinez	3
AmandaBeard	1	AdrienBrody	3
AlexPenelas	2	AlexandraPelosi	3
AlessandraCerna	2	AlisonLohman	3
AlbertoGonzales	3	AmandaBynes	1
AdrianaPerezNavarro	1	AdrienBrody	1
AhmedQureia	1	AmyYasbeck	1
AlanDershowitz	3	AlbertoGonzales	1
AliciaWitt	1	AdrianaLima	2
AndreAgassi	1	AldoParedes	3
AndrewFirestone	2	AgnesBruckner	4
AlexKing	2	AishwaryaRai	3
AndyLau	1	AdrianNastase	3
AaronTippin	1	AlanisMorissette	3
AbdulMajeedShobokshi	3	AlanDershowitz	3
AlbertBrooks	1	AJCook	2
AlPacino	3	AmyBrenneman	3
AngelLockward	1	AdisaiBodharamik	2
AlexZanardi	2	AmberFrey	3
AliAbbas	4	AngieMartinez	1
AlexandraPelosi	2	AngelaBassett	3
AlvaroSilvaCalderon	4	AndyDick	2
AngelaMascia-Frye	1	AndyLau	3
AlexCabrera	2	AndyWarhol	2
Abdullah	3	AlejandroToledo	2
AdrianNastase	1	AngelLockward	2
AlexisDennisoff	2	AlDavis	2
AndyWarhol	2	AlexisDennisoff	2
AlastairCampbell	3	AndresPastrana	1
AndrewFastow	1	AmyYasbeck	4
AlysonHannigan	1	AndyDick	1
AdoorGopalakarishnan	3	AndyGarcia	1
AgbaniDarego	4	AndrewWetzler	1
AkbarAlBaker	2	AndyLau	3
AmramMitzna	2	AbbaEban	1
AaronEckhart	4	AbelPacheco	3
AdamSandler	2	AndresManuelLopezObrador	1
AngieArzola	1	AlvaroSilvaCalderon	2
AidanQuinn	1	AlmaPowell	1
AndresDAlessandro	1	AlvaroUribe	4
AhmadMasood	2	AbdullahGul	1
AlecBaldwin	2	AdrianAnnus	3
AlvaroUribe	4	AliciaSilverstone	1
AhmetNecdetSezer	2	AnitaDeFrantz	3
AlyWagner	3	AbidHamidMahmudAl-Tikriti	3
AkhmedZakayev	1	AndreBucher	3
AaronSorkin	2	AngieArzola	2
AlfredodiStefano	1	AmelieMauresmo	1
AndyBenes	1	AbdelAzizAl-Hakim	1
AldoParedes	2	AndreasVinciguerra	2
AlbertoFujimori	2	AbdullatifSener	1
AbbaEban	1	AbrahamFoxman	3
AlanBall	2	AlysonHannigan	1
AbdullahGul	2	AndyWarhol	1
AdriannaZuzic	1	AbbaEban	3
AlimzhanTokhtakhounov	2	AmyRedford	1
AlejandroGonzalezInarritu	1	AmeliaVega	2
AlGore	2	AlanisMorissette	1
AlSharpton	3	AndyLau	1
AbrahamFoxman	1	AliciaWitt	2
AmandaMarsh	2	AndyRooney	1
AngelaLansbury	2	AngelLockward	2
AmberTamblyn	2	AndrewCuomo	1
AlanisMorissette	3	AaronGuiel	1
AlexFerguson	1	AkhmedZakayev	1
AlexisBledel	3	AliciaWitt	2
AdrianaLima	3	AlexandraPelosi	2
AlmaPowell	1	AndresDAlessandro	1
AbdulRahman	1	AbelPacheco	3
AlexandreHerchcovitch	1	AgbaniDarego	1
AbidHamidMahmudAl-Tikriti	3	AndreaYates	1
AndersEbbeson	1	AmelieMauresmo	1
AlexandreDaigle	2	AndrewLuster	3
AndrewCuomo	2	AmySmart	3
AndreaYates	1	AlessandroNesta	1
AlekWek	2	AlbertoFujimori	1
AmySmart	2	AndyGriffith	2
AlLeiter	1	AmberTamblyn	1
AbdullatifSener	3	AlbertoRuizGallardon	2
AhmedChalabi	1	AngieMartinez	3
AndreasVinciguerra	2	AdrianaPerezNavarro	3
AlexanderLukashenko	1	AlexanderPayne	2
AndresManuelLopezObrador	1	AllySheedy	2
AmyYasbeck	2	AhmedAhmed	2
AngeloReyes	3	AlekWek	3
AmelieMauresmo	1	AmandaPlumer	2
AgnesBruckner	2	AkbarHashemiRafsanjani	1
AndreaDeCruz	1	AleksanderKwasniewski	1
AndyRoddick	2	AbidHamidMahmudAl-Tikriti	1
AngieMartinez	1	AnitaDeFrantz	1
AmrMoussa	1	AlexHolmes	2
AlexanderPayne	1	AlexandraPelosi	1
AlexandreDespatie	1	AlyWagner	3
AlexHolmes	1	AndyDick	1
AmandaBynes	1	AaronSorkin	2
AmeliaVega	2	AlbertoFujimori	3
AlessandroNesta	2	AndreaBocelli	2
AbdullahAhmadBadawi	2	AgnesBruckner	1
AndreBucher	2	1
AlfonsoCuaron	1	2
AbdelAzizAl-Hakim	2	3
AlfredSant	1	2
AnibalIbarra	3	1
AndresPastrana	2	2
AJCook	2	1
AlvaroNoboa	3	2
AndyGarcia	2	1
AndyRooney	2	3
AdisaiBodharamik	1	1
AmberFrey	3	3
AdamScott	1	2
AndyGriffith	2	1
AdrianAnnus	1	3
AndyDick	2	2
AlbertoRuizGallardon	2	2
AlexaVega	1	1
AliKhamenei	1	2
AlexanderDowner	2	3
AhmedAhmed	1	1
AlexCejka	1	1
AndrewBernard	4	5
AmyRedford	1	3
AbdulazizKamilov	1	3
AlbertoAcosta	1	2
AliFallahian	2	1
AleksanderKwasniewski	2	2
AlannaUbach	2	2
AngelinaJolie	1	2
AaronGuiel	2	2
AllySheedy	2	2
AlexSink	2	2
AdrianFernandez	1	3
AlfonsoPortillo	1	2
AlecosMarkides	2	2
AdelAl-Jubeir	3	1
AlfredoMoreno	1	2
AkmalTaher	2	1
AkikoMorigami	3	2
AbelPacheco	1	1
AnjumHussain	1	1
AlainDucasse	1	2
AlisonLohman	3	1
AliMohammedMaher	1	2
AllisonJanney	3	1
AllysonFelix	1	1
AdrienBrody	2	3
AbbasKiarostami	2	1
AlejandroToledo	3	2
AngelaMerkel	1	2
AndrewLuster	2	3
AbdoulayeWade	3	1
AdamAnt	3	1
AkbarHashemiRafsanjani	1	2
AliciaKeys	1	2
AlDavis	1	2
AishwaryaRai	1	2
AmyBrenneman	1	2
AndreaBocelli	1	2
AliciaSilverstone	3	2
AndrewWetzler	1	1
AnitaDeFrantz	1	3
AngelaBassett	1	1
AmandaPlumer	2	2
AmandaBeard	5	3
AlexPenelas	3	3
AlessandraCerna	1	2
AlbertoGonzales	3	2
AdrianaPerezNavarro	2	3
AhmedQureia	3	2
AlanDershowitz	2	1
AliciaWitt	2	2
AndreAgassi	1	2
AndrewFirestone	2	1
AlexKing	1	2
AndyLau	2	1
AaronTippin	1	3
AbdulMajeedShobokshi	1	1
AlbertBrooks	2	2
AlPacino	2	2
AngelLockward	3	3
AlexZanardi	2	2
AliAbbas	1	3
AlexandraPelosi	2	3
AlvaroSilvaCalderon	4	3
AngelaMascia-Frye	2	2
AlexCabrera	2	2
Abdullah	2	1
AdrianNastase	2	3
AlexisDennisoff	2	3
AndyWarhol	1	2
AlastairCampbell	3	3
AndrewFastow	1	2
AlysonHannigan	1	2
AdoorGopalakarishnan	2	1
AgbaniDarego	2	4
AkbarAlBaker	3	2
AmramMitzna	3	1
AaronEckhart	3	3
AdamSandler	1	2
AngieArzola	1	2
AidanQuinn	1	1
AndresDAlessandro	2	2
AhmadMasood	1	2
AlecBaldwin	1	1
AlvaroUribe	3	3
AhmetNecdetSezer	3	1
AlyWagner	2	3
AkhmedZakayev	3	1
AaronSorkin	3	1
AlfredodiStefano	1	2
AndyBenes	2	2
AldoParedes	2	2
AlbertoFujimori	3	2
AbbaEban	1	1
AlanBall	2	3
AbdullahGul	2	3
AdriannaZuzic	2	3
AlimzhanTokhtakhounov	3	2
AlejandroGonzalezInarritu	2	1
AlGore	1	1
AlSharpton	1	1
AbrahamFoxman	2	1
AmandaMarsh	2	2
AngelaLansbury	3	3
AmberTamblyn	2	2
AlanisMorissette	3	2
AlexFerguson	3	1
AlexisBledel	4	2
AdrianaLima	1	3
AlmaPowell	1	1
AbdulRahman	1	1
AlexandreHerchcovitch	1	1
AbidHamidMahmudAl-Tikriti	1	3
AndersEbbeson	2	2
AlexandreDaigle	2	1
AndrewCuomo	1	1
AndreaYates	1	2
AlekWek	2	1
AmySmart	3	1
AlLeiter	1	1
AbdullatifSener	2	3
AhmedChalabi	2	2
AndreasVinciguerra	1	1
AlexanderLukashenko	1	2
AndresManuelLopezObrador	3	3
AmyYasbeck	1	4
AngeloReyes	2	3
AmelieMauresmo	2	2
AgnesBruckner	1	4
AndreaDeCruz	1	2
AndyRoddick	2	4
AngieMartinez	2	3
AmrMoussa	3	1
AlexanderPayne	3	2
AlexandreDespatie	1	2
AlexHolmes	3	2
AmandaBynes	1	2
AmeliaVega	4	3
AlessandroNesta	3	3
AbdullahAhmadBadawi	3	2
AndreBucher	1	AlexCejka	1
AlfonsoCuaron	2	AdamSandler	3
AbdelAzizAl-Hakim	3	AhmetNecdetSezer	2
AlfredSant	1	AbidHamidMahmudAl-Tikriti	1
AnibalIbarra	1	AkbarHashemiRafsanjani	1
AndresPastrana	3	AlannaUbach	2
AJCook	3	AlanBall	2
AlvaroNoboa	3	AJCook	3
AndyGarcia	2	AbdullahAhmadBadawi	3
AndyRooney	3	AdoorGopalakarishnan	3
AdisaiBodharamik	2	AllySheedy	1
AmberFrey	1	AlexSink	2
AdamScott	3	AldoParedes	2
AndyGriffith	2	AkbarHashemiRafsanjani	4
AdrianAnnus	3	AlexCabrera	3
AndyDick	1	AlecBaldwin	2
AlbertoRuizGallardon	3	AndyRoddick	1
AlexaVega	1	AliAbbas	1
AliKhamenei	1	AlexanderPayne	1
AlexanderDowner	1	AhmedChalabi	2
AhmedAhmed	2	AlexCabrera	3
AlexCejka	1	AlvaroUribe	4
AndrewBernard	5	AbdullatifSener	1
AmyRedford	1	AliKhamenei	2
AbdulazizKamilov	3	AlejandroGonzalezInarritu	3
AlbertoAcosta	2	AdriannaZuzic	2
AliFallahian	1	AnjumHussain	1
AleksanderKwasniewski	3	AndrewWetzler	1
AlannaUbach	1	AdamSandler	3
AngelinaJolie	1	AndreaBocelli	2
AaronGuiel	1	AlfredodiStefano	2
AllySheedy	1	AlDavis	2
AlexSink	2	AlanisMorissette	3
AdrianFernandez	3	AdrianaPerezNavarro	1
AlfonsoPortillo	1	AdrianFernandez	3
AlecosMarkides	2	AmeliaVega	3
AdelAl-Jubeir	1	AlainDucasse	2
AlfredoMoreno	3	AlexanderPayne	2
AkmalTaher	1	AlanDershowitz	3
AkikoMorigami	3	AngelaMascia-Frye	1
AbelPacheco	2	AndyGarcia	2
AnjumHussain	1	AmrMoussa	3
AlainDucasse	3	AmyRedford	3
AlisonLohman	2	AleksanderKwasniewski	1
AliMohammedMaher	3	AlexanderLukashenko	2
AllisonJanney	1	AbrahamFoxman	2
AllysonFelix	3	AllySheedy	2
AdrienBrody	2	AlexanderDowner	1
AbbasKiarostami	2	AlexanderPayne	3
AlejandroToledo	2	AndyBenes	2
AngelaMerkel	1	AlekWek	3
AndrewLuster	1	AhmadMasood	2
AbdoulayeWade	3	AhmedAhmed	2
AdamAnt	3	AgnesBruckner	3
AkbarHashemiRafsanjani	4	AbelPacheco	3
AliciaKeys	1	AndresPastrana	1
AlDavis	3	AlexanderLukashenko	2
AishwaryaRai	1	AlDavis	3
AmyBrenneman	1	AlexZanardi	2
AndreaBocelli	1	AlessandroNesta	3
AliciaSilverstone	2	AmberFrey	3
AndrewWetzler	1	AdamSandler	3
AnitaDeFrantz	2	AlexanderLukashenko	1
AngelaBassett	3	AndyGriffith	1
AmandaPlumer	1	AndrewCuomo	2
AmandaBeard	2	AmberTamblyn	1
AlexPenelas	1	AdriannaZuzic	3
AlessandraCerna	2	AlainDucasse	1
AlbertoGonzales	2	AhmedChalabi	2
AdrianaPerezNavarro	1	AlexanderDowner	1
AhmedQureia	1	AmandaBeard	3
AlanDershowitz	3	AdamAnt	2
AliciaWitt	2	AndyWarhol	2
AndreAgassi	1	AlexandraPelosi	1
AndrewFirestone	2	AaronEckhart	3
AlexKing	1	AidanQuinn	1
AndyLau	1	AlPacino	2
AaronTippin	4	AllySheedy	2
AbdulMajeedShobokshi	1	AdrianNastase	2
AlbertBrooks	2	AlisonLohman	1
AlPacino	1	AaronGuiel	1
AngelLockward	1	AlLeiter	2
AlexZanardi	1	AndresManuelLopezObrador	3
AliAbbas	1	AndyWarhol	2
AlexandraPelosi	3	Abdullah	3
AlvaroSilvaCalderon	4	AlecosMarkides	2
AngelaMascia-Frye	2	AngelaLansbury	3
AlexCabrera	1	AbdulMajeedShobokshi	1
Abdullah	1	AllisonJanney	3
AdrianNastase	3	AgnesBruckner	1
AlexisDennisoff	2	AlfredSant	3
AndyWarhol	1	AlbertoAcosta	3
AlastairCampbell	3	AbdulMajeedShobokshi	1
AndrewFastow	1	AlexaVega	2
AlysonHannigan	2	AlexandraPelosi	2
AdoorGopalakarishnan	2	AlimzhanTokhtakhounov	3
AgbaniDarego	2	AhmedAhmed	1
AkbarAlBaker	2	AlfonsoCuaron	3
AmramMitzna	1	AngieMartinez	1
AaronEckhart	1	AndyRooney	3
AdamSandler	3	AidanQuinn	3
AngieArzola	1	AmramMitzna	2
AidanQuinn	1	AlexZanardi	1
AndresDAlessandro	1	AaronEckhart	1
AhmadMasood	1	AmandaPlumer	2
AlecBaldwin	3	AlvaroUribe	4
AlvaroUribe	3	AkbarHashemiRafsanjani	2
AhmetNecdetSezer	3	AdrienBrody	3
AlyWagner	3	AlmaPowell	2
AkhmedZakayev	2	AlainDucasse	1
AaronSorkin	1	AmandaBeard	2
AlfredodiStefano	3	AkmalTaher	1
AndyBenes	2	AliAbbas	1
AldoParedes	3	AndyDick	1
AlbertoFujimori	3	AkbarAlBaker	2
AbbaEban	2	AndreaDeCruz	2
AlanBall	1	AaronTippin	1
AbdullahGul	3	AndrewWetzler	2
AdriannaZuzic	3	AlGore	2
AlimzhanTokhtakhounov	3	AndersEbbeson	1
AlejandroGonzalezInarritu	3	AidanQuinn	3
AlGore	1	AndrewFastow	1
AlSharpton	3	AlecosMarkides	1
AbrahamFoxman	1	AlexSink	1
AmandaMarsh	1	AmySmart	3
AngelaLansbury	2	AldoParedes	2
AmberTamblyn	1	AlexisDennisoff	3
AlanisMorissette	1	AnibalIbarra	1
AlexFerguson	3	AndrewFastow	2
AlexisBledel	1	AdrianNastase	3
AdrianaLima	3	AbdullatifSener	1
AlmaPowell	1	AndyDick	1
AbdulRahman	3	AdamScott	3
AlexandreHerchcovitch	1	AlGore	2
AbidHamidMahmudAl-Tikriti	1	AlvaroNoboa	1
AndersEbbeson	1	AdrianAnnus	2
AlexandreDaigle	1	AlexisBledel	4
AndrewCuomo	2	AldoParedes	1
AndreaYates	2	AlexanderDowner	4
AlekWek	3	AnjumHussain	1
AmySmart	3	AlanisMorissette	3
AlLeiter	1	AlexZanardi	1
AbdullatifSener	3	AdrianAnnus	2
AhmedChalabi	2	AlexandraPelosi	2
AndreasVinciguerra	2	AlbertBrooks	2
AlexanderLukashenko	1	AlanisMorissette	2
AndresManuelLopezObrador	1	AlimzhanTokhtakhounov	3
AmyYasbeck	3	AlexHolmes	2
AngeloReyes	3	AbdulRahman	1
AmelieMauresmo	1	AlexHolmes	1
AgnesBruckner	4	AliFallahian	2
AndreaDeCruz	2	AlexanderLukashenko	2
AndyRoddick	1	AlexisBledel	1
AngieMartinez	3	AaronSorkin	1
AmrMoussa	2	AlexisDennisoff	4
AlexanderPayne	2	AlexandreDaigle	1
AlexandreDespatie	2	AnjumHussain	1
AlexHolmes	3	AndrewLuster	2
AmandaBynes	2	AbdulazizKamilov	3
AmeliaVega	4	AlmaPowell	2
AlessandroNesta	3	AlekWek	1
AbdullahAhmadBadawi	1	AdrienBrody	3
AndreBucher	2	1
AlfonsoCuaron	2	3
AbdelAzizAl-Hakim	3	1
AlfredSant	1	3
AnibalIbarra	1	2
AndresPastrana	2	1
AJCook	3	2
AlvaroNoboa	3	3
AndyGarcia	1	2
AndyRooney	2	2
AdisaiBodharamik	3	2
AmberFrey	2	3
AdamScott	3	2
AndyGriffith	2	2
AdrianAnnus	3	2
AndyDick	2	1
AlbertoRuizGallardon	3	2
AlexaVega	2	1
AliKhamenei	1	2
AlexanderDowner	4	2
AhmedAhmed	2	1
AlexCejka	1	2
AndrewBernard	1	5
AmyRedford	3	2
AbdulazizKamilov	3	2
AlbertoAcosta	3	3
AliFallahian	1	2
AleksanderKwasniewski	2	3
AlannaUbach	1	2
AngelinaJolie	2	1
AaronGuiel	2	1
AllySheedy	2	2
AlexSink	2	2
AdrianFernandez	2	2
AlfonsoPortillo	1	1
AlecosMarkides	2	1
AdelAl-Jubeir	3	2
AlfredoMoreno	3	3
AkmalTaher	2	2
AkikoMorigami	3	3
AbelPacheco	2	1
AnjumHussain	2	1
AlainDucasse	1	2
AlisonLohman	3	2
AliMohammedMaher	3	3
AllisonJanney	3	3
AllysonFelix	2	1
AdrienBrody	2	3
AbbasKiarostami	1	2
AlejandroToledo	2	3
AngelaMerkel	1	1
AndrewLuster	2	3
AbdoulayeWade	2	1
AdamAnt	2	2
AkbarHashemiRafsanjani	2	3
AliciaKeys	2	2
AlDavis	3	3
AishwaryaRai	3	3
AmyBrenneman	2	2
AndreaBocelli	3	1
AliciaSilverstone	2	4
AndrewWetzler	1	2
AnitaDeFrantz	3	1
AngelaBassett	3	2
AmandaPlumer	1	1
AmandaBeard	4	3
AlexPenelas	2	2
AlessandraCerna	2	2
AlbertoGonzales	3	3
AdrianaPerezNavarro	2	2
AhmedQureia	3	1
AlanDershowitz	3	3
AliciaWitt	1	1
AndreAgassi	1	2
AndrewFirestone	2	1
AlexKing	2	1
AndyLau	1	1
AaronTippin	1	2
AbdulMajeedShobokshi	2	1
AlbertBrooks	3	3
AlPacino	3	3
AngelLockward	3	3
AlexZanardi	2	1
AliAbbas	4	1
AlexandraPelosi	3	2
AlvaroSilvaCalderon	3	4
AngelaMascia-Frye	2	1
AlexCabrera	1	2
Abdullah	1	2
AdrianNastase	3	2
AlexisDennisoff	4	3
AndyWarhol	1	1
AlastairCampbell	1	3
AndrewFastow	2	1
AlysonHannigan	2	2
AdoorGopalakarishnan	2	3
AgbaniDarego	3	3
AkbarAlBaker	3	1
AmramMitzna	2	1
AaronEckhart	2	1
AdamSandler	3	3
AngieArzola	1	2
AidanQuinn	1	1
AndresDAlessandro	2	1
AhmadMasood	1	2
AlecBaldwin	2	3
AlvaroUribe	4	1
AhmetNecdetSezer	2	3
AlyWagner	1	3
AkhmedZakayev	3	2
AaronSorkin	1	1
AlfredodiStefano	3	3
AndyBenes	2	2
AldoParedes	3	2
AlbertoFujimori	2	2
AbbaEban	3	1
AlanBall	3	1
AbdullahGul	1	3
AdriannaZuzic	3	3
AlimzhanTokhtakhounov	2	3
AlejandroGonzalezInarritu	1	1
AlGore	2	2
AlSharpton	1	1
AbrahamFoxman	3	3
AmandaMarsh	3	1
AngelaLansbury	3	2
AmberTamblyn	1	2
AlanisMorissette	2	2
AlexFerguson	1	1
AlexisBledel	2	4
AdrianaLima	2	1
AlmaPowell	2	3
AbdulRahman	2	3
AlexandreHerchcovitch	2	3
AbidHamidMahmudAl-Tikriti	1	3
AndersEbbeson	2	2
AlexandreDaigle	1	2
AndrewCuomo	2	1
AndreaYates	1	1
AlekWek	1	3
AmySmart	2	1
AlLeiter	1	2
AbdullatifSener	3	2
AhmedChalabi	1	1
AndreasVinciguerra	2	2
AlexanderLukashenko	2	1
AndresManuelLopezObrador	3	3
AmyYasbeck	3	3
AngeloReyes	2	1
AmelieMauresmo	1	1
AgnesBruckner	2	4
AndreaDeCruz	1	2
AndyRoddick	1	4
AngieMartinez	1	2
AmrMoussa	1	2
AlexanderPayne	2	3
AlexandreDespatie	2	2
AlexHolmes	2	1
AmandaBynes	2	1
AmeliaVega	4	4
AlessandroNesta	1	1
AbdullahAhmadBadawi	1	1
AndreBucher	1	AndreAgassi	2
AlfonsoCuaron	1	AmberFrey	1
AbdelAzizAl-Hakim	1	AngieMartinez	3
AlfredSant	2	AlfonsoCuaron	3
AnibalIbarra	2	AlexCejka	3
AndresPastrana	1	AlvaroUribe	1
AJCook	2	AliciaKeys	1
AlvaroNoboa	2	AliFallahian	1
AndyGarcia	1	AngelinaJolie	1
AndyRooney	3	AndyGarcia	2
AdisaiBodharamik	1	AbdelAzizAl-Hakim	2
AmberFrey	2	AaronGuiel	2
AdamScott	3	AngelaLansbury	3
AndyGriffith	2	AndreasVinciguerra	2
AdrianAnnus	1	AJCook	1
AndyDick	1	AndreasVinciguerra	1
AlbertoRuizGallardon	1	AgnesBruckner	4
AlexaVega	3	AlbertoGonzales	1
AliKhamenei	2	AlexZanardi	1
AlexanderDowner	1	AngelaMascia-Frye	1
AhmedAhmed	2	AlexisBledel	4
AlexCejka	2	AliFallahian	1
AndrewBernard	5	AlvaroNoboa	2
AmyRedford	1	AndreAgassi	2
AbdulazizKamilov	3	AaronEckhart	4
AlbertoAcosta	1	AlessandraCerna	1
AliFallahian	2	AlannaUbach	2
AleksanderKwasniewski	2	AmramMitzna	2
AlannaUbach	2	AndrewFirestone	1
AngelinaJolie	2	AlLeiter	2
AaronGuiel	1	AnjumHussain	1
AllySheedy	1	AndyGarcia	2
AlexSink	1	AnitaDeFrantz	3
AdrianFernandez	1	AlbertBrooks	2
AlfonsoPortillo	2	AaronTippin	2
AlecosMarkides	1	AhmedQureia	2
AdelAl-Jubeir	3	AlvaroUribe	4
AlfredoMoreno	1	AaronEckhart	3
AkmalTaher	1	AmelieMauresmo	2
AkikoMorigami	2	AmySmart	2
AbelPacheco	2	AlexisDennisoff	3
AnjumHussain	1	AbdulMajeedShobokshi	3
AlainDucasse	1	AlbertBrooks	2
AlisonLohman	3	AleksanderKwasniewski	1
