100	200
95	10	101	6
27	7	47	10
119	3	24	11
4	14	98	6
175	5	84	5
15	5	83	12
193	12	3	4
184	6	118	2
49	10	38	1
147	1	28	3
181	2	93	8
122	8	190	1
121	10	160	2
67	14	66	8
26	2	160	8
124	10	45	11
48	4	144	7
155	1	152	1
160	14	14	12
94	14	180	5
200	4	181	2
97	5	132	6
71	3	162	2
16	10	166	2
109	3	89	3
1	9	177	7
10	1	24	5
86	3	107	8
140	3	45	7
164	13	140	2
85	7	188	1
152	13	45	7
55	11	184	11
47	5	127	9
144	2	127	2
199	2	55	4
20	13	118	11
31	4	151	1
106	10	108	8
82	2	107	4
50	2	192	3
167	10	105	13
179	11	70	3
39	3	19	11
40	2	104	11
142	7	90	13
128	14	171	7
65	3	31	8
32	7	43	9
17	8	31	12
103	7	49	1
13	8	161	1
57	2	56	7
129	12	96	2
61	14	115	9
159	5	109	11
177	3	144	12
105	11	153	2
83	6	11	5
130	4	33	7
96	5	36	1
91	10	15	4
70	2	126	10
41	4	12
195	5	2
191	12	9
174	14	8
198	10	9
108	14	14
6	13	14
196	3	8
123	5	13
24	12	9
183	4	1
156	3	2
93	2	7
153	3	14
68	11	1
79	4	5
38	13	10
33	8	10
134	8	3
141	5	1
163	13	10
87	2	8
101	8	1
51	8	5
116	11	3
166	3	12
132	4	7
100	8	12
88	6	11
194	1	12
84	13	3
90	7	8
11	14	8
114	10	7
171	1	7
112	13	8
187	12	3
158	12	1
186	6	4
12	3	10
192	8	1
35	13	5
64	9	4
62	8	2
180	6	10
182	3	14
14	2	5
151	14	1
165	3	10
170	9	13
148	10	7
143	13	4
137	10	11
99	1	12
133	9	6
78	6	13
189	5	14
173	13	9
74	13	7
188	7	13
197	5	2
56	3	5
19	6	10
2	12	6
127	1	6
37	3	12
162	5	11
172	2	3
58	1	11
146	3	9
118	10	3
75	8	12
42	9	12
135	9	12
76	11	6
185	9	11
102	10	10
9	4	12
45	10	8
25	1	1
54	13	3
136	12	3
29	4	6
125	1	2
176	8	9
77	6	4
168	5	10
18	12	3
115	9	4
66	3	13
59	7	4
63	4	5
46	2	4
117	10	1
190	14	14
5	8	13
44	12	3
113	2	5
157	6	14
161	10	4
34	3	6
69	6	12
111	3	5
28	1	9
43	1	12
169	14	4
104	11	2
107	9	6
22	10	7
73	8	12
150	10	4
53	14	3
92	2	5
36	7	3
60	8	13
23	12	8
8	1	5
126	5	7
89	11	5
98	6	7
120	3	6
139	2	10
154	7	14
110	8	9
21	6	9
52	2	13
145	6	3
30	8	3
149	12	1
80	11	2
138	3	9
3	14	14
7	3	13
72	12	10
131	1	3
178	1	3
81	14	2
95	1	2
27	2	7
119	9	3
4	2	5
175	3	1
15	8	9
193	6	2
184	12	7
49	3	13
147	2	1
181	1	14
122	12	6
121	12	13
67	1	8
26	8	7
124	11	4
48	12	1
155	4	4
160	6	13
94	3	3
200	3	1
97	13	3
71	2	11
16	8	6
109	11	8
1	5	5
10	8	2
86	9	5
140	11	13
164	10	9
85	10	6
152	3	7
55	11	13
47	10	1
144	12	4
199	2	2
20	8	2
31	12	10
106	5	12
82	13	4
50	6	13
167	4	1
179	1	12
39	12	7
40	14	14
142	6	1
128	7	4
65	14	11
32	4	8
17	14	4
103	10	5
13	9	6
57	8	8
129	10	2
61	4	4
159	12	9
177	2	4
105	8	13
83	8	5
130	10	11
96	14	2
91	8	10
70	11	4
41	5	72	14
195	11	80	1
191	11	86	4
174	6	151	2
198	8	21	1
108	5	142	11
6	1	26	11
196	6	2	1
123	6	195	12
24	5	10	3
183	1	1	3
156	6	109	4
93	9	29	4
153	7	47	4
68	4	177	2
79	3	197	2
38	11	186	7
33	6	118	14
134	4	178	11
141	1	69	8
163	6	9	7
87	4	4	8
101	13	36	11
51	12	95	11
116	12	149	7
166	5	128	5
132	4	124	8
100	14	22	10
88	11	6	11
194	8	16	12
84	2	58	4
90	2	179	11
11	6	149	7
114	2	67	7
171	13	117	4
112	3	87	2
187	13	4	2
158	9	44	9
186	1	18	11
12	1	118	8
192	11	10	10
35	9	2	14
64	3	21	3
62	7	166	11
180	5	50	4
182	2	70	14
14	4	119	11
151	2	186	6
165	3	41	6
170	14	117	2
148	13	181	3
143	3	59	14
137	6	39	12
99	8	43	3
133	2	16	11
78	6	200	9
189	10	20	2
173	1	157	14
74	12	69	5
188	4	197	14
197	13	63	13
56	13	199	5
19	9	57	9
2	11	136	8
127	6	22	6
37	14	140	14
162	1	73	8
172	12	200	13
58	8	177	1
146	9	12	5
118	6	60	14
75	6	136	6
42	11	184	3
135	3	105	1
76	11	10	12
185	5	147	4
102	10	75	14
9	6	65	14
45	11	169	9
25	11	125	9
54	6	150	10
136	4	51	3
29	10	141	12
125	2	10	7
176	5	49	5
77	12	9	12
168	8	54	10
18	2	32	9
115	1	131	14
66	12	152	2
59	11	162	11
63	5	19	12
46	7	66	9
117	1	118	3
190	8	197	2
5	9	192	13
44	6	95	14
113	1	157	5
157	14	174	12
161	11	191	4
34	8	195	3
69	11	88	4
111	4	53	14
28	6	60	2
43	11	29	9
169	12	70	14
104	7	77	4
107	11	149	12
22	7	46	10
73	5	144	11
150	9	186	4
53	12	185	9
92	7	54	3
36	5	45	14
60	4	86	7
23	12	177	6
8	1	43	2
126	6	103	2
89	10	57	2
98	3	195	7
120	2	164	5
139	2	50	3
154	9	130	11
110	13	76	14
21	10	83	11
52	11	92	11
145	12	56	12
30	8	17	12
149	9	143	9
80	11	8	12
138	4	175	6
3	9	33	5
7	11	103	2
72	13	106	14
131	7	173	13
178	3	38	4
81	14	180	11
95	6	146	14
27	4	62	4
119	8	75	14
4	11	23	9
175	13	157	14
15	9	140	3
193	4	71	6
184	4	121	6
49	5	69	7
147	13	108	4
181	2	50	4
122	1	143	12
121	13	78	4
67	4	122	9
26	9	18	14
124	1	151	1
48	8	134	4
155	3	166	10
160	10	8	13
94	9	99	1
200	8	191	8
97	10	146	9
71	11	167	11
16	1	134	9
109	8	169	7
1	1	100	2
10	10	75	13
86	3	77	13
140	13	88	11
164	5	79	13
85	10	59	7
152	13	7	1
55	6	181	1
47	4	152	9
144	11	130	11
199	11	188	9
20	1	18	5
31	7	166	10
106	4	196	7
82	13	75	4
50	13	182	13
167	7	12	9
179	7	96	3
39	5	30	9
40	12	189	12
142	1	180	10
128	13	124	4
65	8	127	13
32	9	100	14
17	12	117	7
103	12	57	9
13	14	52	5
57	13	71	5
129	14	120	7
61	12	55	12
159	13	50	13
177	11	62	13
105	14	125	13
83	7	112	10
130	14	179	8
96	4	48	7
91	14	172	12
70	3	191	9
41	4	10
195	2	14
191	4	9
174	7	5
198	13	2
108	3	6
6	3	9
196	2	12
123	6	12
24	8	6
183	2	11
156	2	3
93	5	10
153	2	6
68	11	6
79	12	12
38	7	11
33	10	3
134	7	1
141	4	11
163	6	1
87	3	2
101	8	9
51	2	2
116	2	7
166	12	4
132	9	1
100	11	4
88	13	1
194	6	10
84	9	7
90	9	11
11	14	8
114	5	6
171	12	11
112	14	14
187	2	11
158	8	13
186	11	2
12	9	2
192	6	1
35	1	7
64	6	3
62	10	7
180	3	10
182	1	12
14	1	7
151	11	7
165	7	8
170	1	11
148	5	3
143	14	13
137	4	11
99	9	4
133	8	5
78	11	7
189	7	6
173	11	8
74	10	6
188	5	5
197	7	9
56	11	10
19	8	7
2	11	10
127	10	7
37	13	6
162	4	7
172	14	14
58	10	8
146	8	1
118	9	12
75	10	4
42	11	13
135	4	3
76	5	5
185	11	14
102	12	13
9	7	6
45	3	4
25	9	14
54	14	11
136	13	3
29	14	9
125	13	10
176	14	12
77	10	13
168	1	13
18	1	10
115	3	13
66	14	11
59	14	9
63	12	8
46	12	9
117	13	4
190	6	10
5	2	1
44	6	1
113	14	14
157	11	12
161	10	9
34	3	7
69	14	2
111	10	10
28	14	1
43	11	2
169	2	9
104	8	3
107	13	3
22	2	5
73	12	14
150	3	3
53	1	4
92	14	10
36	11	2
60	8	12
23	5	7
8	10	13
126	7	3
89	14	5
98	11	14
120	11	3
139	13	1
154	8	3
110	6	12
21	9	10
52	10	10
145	2	6
30	7	10
149	2	8
80	7	9
138	6	1
3	12	5
7	7	7
72	11	12
131	14	9
178	2	4
81	1	1
95	6	5
27	7	14
119	7	7
4	10	2
175	12	7
15	3	12
193	12	1
184	13	2
49	14	8
147	10	11
181	8	11
122	11	4
121	13	4
67	12	3
26	7	2
124	2	2
48	14	11
155	6	10
160	10	13
94	5	11
200	12	2
97	12	2
71	10	8
16	7	5
109	4	6
1	5	8
10	1	13
86	5	7
140	5	6
164	9	1
85	7	5
152	12	5
55	4	10
47	3	4
144	11	8
199	4	3
20	14	12
31	6	1
106	6	3
82	13	5
50	7	4
167	13	13
179	3	6
39	9	12
40	10	4
142	8	7
128	6	9
65	14	12
32	8	6
17	2	7
103	8	12
13	3	1
57	2	5
129	10	7
61	10	8
159	5	3
177	14	1
105	13	4
83	1	1
130	7	4
96	2	3
91	5	13
70	6	1
41	2	72	14
195	8	42	12
191	2	121	5
174	2	37	10
198	5	57	2
108	14	38	1
6	10	59	6
196	12	8	8
123	6	65	4
24	14	135	14
183	14	161	13
156	4	195	13
93	10	120	7
153	10	131	14
68	7	188	7
79	3	66	12
38	14	128	8
33	13	103	8
134	12	159	12
141	12	170	14
163	8	33	4
87	3	54	7
101	5	39	6
51	14	3	13
116	13	107	7
166	10	44	13
132	13	17	12
100	13	178	12
88	4	80	13
194	14	155	9
84	8	102	9
90	10	115	14
11	3	125	8
114	3	123	4
171	3	123	11
112	1	56	11
187	7	66	13
158	8	42	6
186	14	11	13
12	2	73	5
192	14	155	10
35	14	176	11
64	10	177	9
62	4	67	14
180	14	143	12
182	2	85	3
14	14	48	6
151	5	110	2
165	1	151	4
170	11	3	14
148	12	10	7
143	11	148	13
137	5	180	2
99	14	35	4
133	9	124	2
78	2	191	5
189	14	190	8
173	11	167	13
74	14	73	3
188	7	3	5
197	6	48	7
56	6	8	13
19	8	48	14
2	1	199	4
127	5	90	9
37	8	102	6
162	4	167	12
172	10	148	4
58	1	150	3
146	10	135	13
118	5	25	13
75	4	140	4
42	10	188	5
135	14	69	6
76	7	179	9
185	10	7	13
102	10	91	3
9	7	122	8
45	10	8	13
25	9	3	8
54	14	88	4
136	11	155	12
29	1	4	4
125	12	72	5
176	11	171	3
77	2	172	13
168	12	61	1
18	6	169	5
115	1	22	6
66	6	97	4
59	5	121	2
63	8	44	6
46	6	3	13
117	8	135	2
190	7	46	1
5	11	95	1
44	4	11	6
113	2	40	12
157	3	134	6
161	5	124	9
34	6	190	6
69	8	167	12
111	2	42	4
28	11	34	5
43	14	189	14
169	6	74	3
104	1	195	11
107	14	11	8
22	1	4	2
73	14	106	1
150	12	153	13
53	10	59	6
92	7	151	6
36	12	190	1
60	4	85	10
23	2	11	13
8	6	93	14
126	11	156	11
89	12	192	6
98	11	94	8
120	13	179	7
139	6	188	1
154	6	25	7
110	3	197	10
21	2	196	10
52	5	165	11
145	13	19	4
30	12	153	14
149	11	170	10
80	3	103	12
138	10	174	2
3	11	113	2
7	7	181	11
72	9	164	4
131	5	195	1
178	10	53	12
81	7	152	2
95	11	132	7
27	13	55	2
119	4	170	3
4	6	15	12
175	4	197	9
15	12	59	8
193	5	93	11
184	2	83	8
49	13	103	8
147	4	154	8
181	10	49	2
122	1	185	1
121	7	94	5
67	13	104	12
26	8	149	13
124	5	154	13
48	14	136	6
155	4	37	13
160	2	154	2
94	5	64	8
200	8	78	4
97	9	194	13
71	13	123	5
16	5	161	1
109	9	117	13
1	11	7	10
10	12	91	13
86	2	181	5
140	7	126	1
164	3	121	5
85	3	162	4
152	8	64	1
55	6	14	4
47	11	15	1
144	11	105	4
199	7	128	4
20	11	127	12
31	13	6	12
106	11	6	1
82	10	8	2
50	2	142	9
167	9	38	7
179	14	135	4
39	2	198	1
40	7	94	7
142	3	107	2
128	4	75	10
65	8	155	1
32	6	75	12
17	4	63	8
103	3	64	13
13	4	169	3
57	2	147	11
129	2	197	8
61	11	115	12
159	6	23	10
177	8	119	4
105	11	115	2
83	6	44	5
130	2	148	1
96	5	125	4
91	2	104	9
70	2	89	4
41	1	1
195	4	6
191	3	11
174	7	4
198	8	2
108	2	12
6	9	1
196	6	5
123	4	14
24	14	13
183	14	2
156	4	9
93	6	8
153	1	8
68	2	9
79	9	3
38	6	2
33	14	3
134	11	13
141	3	5
163	11	1
87	8	9
101	1	1
51	4	4
116	1	8
166	2	13
132	10	7
100	6	2
88	3	2
194	10	6
84	8	6
90	12	3
11	4	12
114	5	1
171	12	3
112	2	6
187	4	12
158	10	12
186	12	13
12	1	3
192	5	8
35	7	11
64	2	11
62	7	9
180	5	7
182	1	11
14	6	2
151	3	5
165	14	6
170	10	9
148	2	9
143	10	1
137	7	13
99	13	3
133	3	9
78	1	11
189	14	12
173	2	13
74	12	6
188	1	4
197	4	10
56	10	4
19	3	1
2	3	14
127	9	7
37	7	13
162	12	11
172	8	9
58	6	8
146	2	6
118	14	10
75	1	9
42	11	11
135	4	1
76	8	1
185	4	12
102	14	5
9	9	5
45	11	2
25	8	4
54	8	14
136	6	5
29	5	3
125	11	14
176	5	1
77	11	4
168	12	7
18	14	12
115	2	6
66	7	9
59	5	10
63	1	12
46	14	4
117	14	5
190	8	7
5	9	6
44	2	3
113	4	14
157	6	6
161	11	14
34	9	6
69	2	3
111	13	3
28	13	13
43	11	12
169	2	4
104	2	1
107	11	11
22	5	5
73	4	2
150	7	6
53	11	5
92	5	5
36	8	8
60	3	8
23	1	2
8	9	11
126	10	4
89	3	14
98	6	11
120	2	10
139	14	1
154	6	12
110	3	6
21	12	14
52	3	10
145	13	6
30	2	4
149	11	2
80	5	9
138	1	3
3	11	3
7	10	10
72	11	13
131	11	6
178	2	9
81	5	2
95	8	13
27	4	14
119	2	8
4	5	6
175	7	12
15	12	2
193	2	10
184	14	13
49	5	3
147	12	7
181	9	10
122	2	7
121	10	1
67	8	10
26	10	13
124	12	11
48	6	11
155	3	1
160	13	10
94	6	3
200	13	14
97	8	9
71	4	12
16	6	8
109	1	14
1	4	14
10	12	14
86	12	3
140	12	5
164	3	10
85	7	8
152	3	11
55	7	5
47	10	8
144	6	5
199	7	3
20	14	6
31	12	11
106	14	14
82	1	11
50	3	7
167	14	9
179	5	10
39	12	1
40	6	7
142	9	10
128	4	14
65	2	2
32	13	13
17	7	14
103	13	2
13	6	10
57	1	6
129	10	5
61	12	13
159	12	3
177	4	1
105	14	2
83	13	12
130	4	1
96	4	1
91	6	6
70	5	12
41	3	99	11
195	9	19	10
191	9	65	4
174	6	145	12
198	3	8	5
108	1	136	1
6	4	38	11
196	1	5	9
123	8	177	1
24	13	38	8
183	4	74	9
156	5	107	14
93	2	153	5
153	5	188	1
68	10	139	10
79	12	151	1
38	7	54	2
33	2	195	7
134	11	138	2
141	10	132	6
163	2	96	3
87	1	102	1
101	11	12	5
51	10	5	8
116	14	188	5
166	10	40	6
132	13	19	13
100	8	45	10
88	6	198	11
194	12	176	1
84	8	185	2
90	12	143	4
11	4	193	11
114	13	77	3
171	12	161	10
112	12	15	6
187	5	125	1
158	1	22	6
186	12	169	1
12	10	124	1
192	8	66	13
35	4	80	1
64	13	174	11
62	13	92	8
180	1	99	7
182	10	62	3
14	7	20	7
151	6	109	9
165	11	100	11
170	4	2	13
148	8	41	13
143	1	199	10
137	2	149	10
99	11	88	12
133	2	160	11
78	12	84	6
189	9	18	12
173	1	107	12
74	14	105	5
188	9	61	1
197	11	114	9
56	14	112	5
19	10	172	5
2	3	49	14
127	13	89	8
37	7	157	6
162	14	64	14
172	12	65	10
58	1	57	6
146	6	80	10
118	6	154	13
75	9	84	14
42	14	170	1
135	5	91	10
76	10	107	1
185	14	175	14
102	12	111	8
9	5	84	9
45	12	50	4
25	12	104	5
54	6	198	8
136	6	138	14
29	10	87	4
125	3	79	13
176	3	146	13
77	9	49	5
168	3	82	3
18	3	41	7
115	14	123	7
66	10	100	11
59	2	160	6
63	2	33	10
46	6	11	13
117	13	67	2
190	1	6	2
5	9	144	4
44	13	4	11
113	1	45	10
157	14	4	12
161	12	21	8
34	9	152	3
69	3	173	6
111	9	10	8
28	13	195	5
43	1	178	14
169	14	155	6
104	5	149	4
107	3	134	1
22	3	20	10
73	8	193	6
150	13	33	12
53	7	110	7
92	1	131	4
36	3	118	3
60	13	21	14
23	8	129	10
8	8	84	12
126	1	179	9
89	1	174	13
98	12	121	13
120	6	57	4
139	6	155	14
154	13	6	9
110	12	58	3
21	14	67	9
52	13	147	12
145	7	144	12
30	3	173	8
149	5	164	11
80	6	131	13
138	5	96	11
3	11	7	6
7	13	52	8
72	5	113	13
131	11	16	9
178	12	140	9
81	8	151	7
95	2	29	2
27	13	81	9
119	10	95	6
4	9	176	6
175	10	4	7
15	6	71	2
193	6	22	14
184	8	156	2
49	11	158	7
147	12	70	1
181	6	145	7
122	5	126	3
121	7	8	13
67	12	177	3
26	2	45	7
124	10	85	6
48	12	65	13
155	2	43	6
160	14	184	9
94	14	20	10
200	4	166	11
97	3	45	1
71	14	66	9
16	9	92	11
109	11	4	9
1	7	30	7
10	10	172	10
86	13	138	11
140	7	98	8
164	6	194	14
85	12	195	12
152	6	199	5
55	11	54	1
47	3	46	13
144	8	60	2
199	8	137	7
20	11	109	10
31	9	4	12
106	2	173	10
82	12	120	9
50	14	26	5
167	13	3	11
179	12	20	3
39	13	143	8
40	10	27	14
142	13	139	13
128	3	22	9
65	13	34	13
32	7	17	8
17	5	176	10
103	10	168	3
13	3	100	8
57	4	65	4
129	12	180	9
61	6	31	13
159	4	117	5
177	13	85	2
105	3	71	11
83	13	52	2
130	7	21	7
96	3	111	6
91	3	2	14
70	12	166	5
41	1	11
195	7	13
191	6	13
174	2	8
198	3	3
108	8	4
6	8	12
196	14	11
123	14	10
24	3	10
183	2	6
156	4	12
93	2	8
153	11	11
68	3	5
79	6	10
38	7	9
33	6	3
134	1	4
141	12	12
163	10	7
87	8	13
101	2	14
51	5	9
116	14	7
166	9	1
132	1	12
100	11	2
88	4	4
194	1	6
84	14	2
90	8	7
11	10	7
114	10	11
171	6	13
112	14	8
187	5	3
158	2	14
186	1	14
12	8	6
192	11	7
35	11	4
64	5	3
62	13	9
180	4	1
182	4	5
14	2	2
151	11	7
165	6	6
170	1	2
148	4	4
143	3	6
137	8	14
99	13	3
133	6	10
78	5	2
189	8	9
173	5	8
74	10	10
188	8	4
197	9	10
56	5	4
19	14	3
2	7	10
127	7	14
37	10	11
162	2	14
172	9	12
58	7	14
146	2	2
118	9	2
75	9	4
42	8	11
135	6	11
76	3	2
185	4	10
102	8	12
9	9	4
45	2	5
25	5	8
54	3	9
136	13	7
29	14	2
125	5	1
176	1	7
77	4	4
168	12	1
18	13	6
115	3	10
66	8	9
59	7	2
63	7	5
46	9	4
117	10	12
190	8	13
5	2	5
44	4	12
113	6	2
157	12	14
161	12	14
34	12	1
69	4	7
111	7	12
28	8	1
43	4	12
169	10	12
104	12	1
107	9	9
22	11	4
73	11	4
150	3	3
53	11	7
92	6	12
36	3	1
60	11	13
23	4	5
8	8	2
126	4	4
89	8	2
98	3	6
120	4	8
139	6	9
154	9	4
110	13	2
21	13	1
52	8	10
145	4	6
30	13	9
149	12	9
80	13	11
138	10	3
3	4	13
7	9	13
72	1	8
131	4	2
178	2	7
81	11	6
95	2	9
27	6	11
119	2	9
4	1	9
175	6	2
15	3	5
193	6	5
184	12	4
49	4	11
147	4	4
181	14	3
122	12	4
121	8	2
67	7	4
26	11	2
124	10	9
48	4	8
155	2	1
160	1	1
94	3	14
200	6	14
97	8	1
71	8	13
16	10	7
109	10	9
1	5	9
10	7	14
86	2	6
140	12	9
164	2	3
85	12	6
152	3	2
55	1	10
47	13	9
144	9	14
199	2	13
20	14	1
31	3	11
106	13	8
82	6	1
50	3	2
167	9	11
179	3	3
39	10	3
40	1	14
142	8	2
128	11	5
65	10	2
32	10	6
17	8	6
103	13	11
13	14	5
57	1	3
129	5	2
61	4	3
159	3	1
177	11	6
105	5	12
83	3	1
130	11	14
96	8	9
91	13	11
70	7	2
41	6	76	3
195	2	32	3
191	1	115	10
174	5	103	14
198	6	70	10
108	7	22	5
6	11	149	5
196	13	151	14
123	1	198	2
24	4	171	9
183	11	59	14
156	10	184	10
93	5	27	9
153	1	78	7
68	8	91	1
79	6	127	7
38	7	67	13
33	7	121	7
134	10	158	3
141	1	50	4
163	6	47	12
87	14	85	9
101	1	166	2
51	1	173	1
116	4	15	11
166	7	79	2
132	10	68	2
100	4	114	6
88	10	195	7
194	8	26	10
84	9	29	5
90	12	96	2
11	9	51	8
114	2	126	8
171	3	123	13
112	7	122	13
187	12	143	3
158	5	105	1
186	4	168	14
12	14	112	3
192	3	188	4
35	11	129	2
64	7	138	12
62	4	85	7
180	10	69	6
182	5	87	12
14	11	88	9
151	12	26	9
165	2	102	6
170	6	16	2
148	3	59	8
143	14	111	6
137	3	168	7
99	12	59	11
133	11	113	11
78	12	158	9
189	11	156	1
173	2	143	8
74	8	124	6
188	5	9	2
197	8	35	9
56	14	187	14
19	8	67	3
2	2	59	13
127	6	152	6
37	11	75	8
162	3	131	5
172	1	34	13
58	8	106	7
146	14	184	4
118	10	123	2
75	9	126	7
42	8	34	8
135	6	23	11
76	9	59	6
185	3	44	8
102	3	98	10
9	6	61	10
45	12	65	9
25	2	66	3
54	6	194	9
136	1	106	14
29	6	30	10
125	4	56	7
176	13	168	5
77	3	196	8
168	10	38	11
18	14	8	4
115	6	173	7
66	13	35	13
59	2	156	1
63	10	66	10
46	6	109	12
117	13	173	13
190	12	41	1
5	10	199	6
44	8	50	9
113	7	41	3
157	14	65	12
161	4	200	4
34	2	55	13
69	3	156	9
111	12	78	6
28	11	153	4
43	7	145	7
169	1	136	6
104	6	199	13
107	2	164	2
22	6	195	4
73	7	170	6
150	2	68	14
53	1	32	7
92	9	63	13
36	14	11	11
60	2	52	9
23	12	59	13
8	1	99	6
126	11	28	13
89	3	164	8
98	12	36	13
120	5	122	6
139	10	140	10
154	9	132	4
110	11	167	9
21	3	108	13
52	4	188	8
145	8	171	1
30	13	40	1
149	4	20	5
80	13	20	4
138	11	158	3
3	3	198	12
7	6	137	4
72	1	25	13
131	9	135	8
178	12	129	1
81	4	139	13
95	9	150	6
27	2	46	1
119	6	149	9
4	12	59	14
175	1	88	4
15	4	163	8
193	8	192	14
184	3	142	1
49	13	94	5
147	6	1	11
181	13	196	1
122	10	169	11
121	14	156	1
67	2	114	5
26	1	112	2
124	1	32	14
48	12	4	3
155	8	183	6
160	4	134	1
94	1	28	6
200	10	102	9
97	14	146	8
71	10	116	3
16	4	3	9
109	4	193	8
1	13	8	9
10	7	70	7
86	6	117	7
140	9	183	6
164	14	22	8
85	6	2	4
152	5	170	12
55	2	178	8
47	5	73	14
144	11	69	11
199	4	109	7
20	14	148	1
31	4	53	13
106	8	132	10
82	3	64	10
50	6	151	10
167	14	95	12
179	1	94	7
39	2	21	4
40	2	198	13
142	1	57	12
128	4	184	13
65	13	18	8
32	10	144	13
17	6	68	9
103	6	178	9
13	13	63	9
57	6	1	8
129	12	138	13
61	12	95	10
159	6	114	8
177	1	29	4
105	13	9	12
83	1	143	7
130	10	156	7
96	7	79	4
91	14	169	6
70	2	87	1
41	7	12
195	5	2
191	11	6
174	12	4
198	12	4
108	7	12
6	11	10
196	1	8
123	14	14
24	8	14
183	12	11
156	4	13
93	5	14
153	5	8
68	2	7
79	9	3
38	2	5
33	9	9
134	7	12
141	9	14
163	7	6
87	11	4
101	5	7
51	11	14
116	9	14
166	2	10
132	14	8
100	10	9
88	4	12
194	14	4
84	4	6
90	9	5
11	14	3
114	4	4
171	12	12
112	8	6
187	4	5
158	12	9
186	5	6
12	5	10
192	11	3
35	10	10
64	6	12
62	6	11
180	9	4
182	2	9
14	9	2
151	10	13
165	12	1
170	14	2
148	1	10
143	6	4
137	5	10
99	11	2
133	12	4
78	13	6
189	14	2
173	8	1
74	1	3
188	4	6
197	8	9
56	1	7
19	14	8
2	10	10
127	6	1
37	2	12
162	11	10
172	14	8
58	8	8
146	5	13
118	9	3
75	12	11
42	13	2
135	5	10
76	11	7
185	1	12
102	12	14
9	1	14
45	11	6
25	13	1
54	2	4
136	2	14
29	9	11
125	1	7
176	8	1
77	6	1
168	7	2
18	12	10
115	2	2
66	3	3
59	3	4
63	12	6
46	13	3
117	5	2
190	7	10
5	9	10
44	11	7
113	13	7
157	6	10
161	14	4
34	11	2
69	5	11
111	11	4
28	13	11
43	9	1
169	5	4
104	11	13
107	5	7
22	4	5
73	11	11
150	6	11
53	14	10
92	3	2
36	12	9
60	5	12
23	11	12
8	1	9
126	8	7
89	2	3
98	1	3
120	9	3
139	5	6
154	1	1
110	9	13
21	10	1
52	6	12
145	3	5
30	5	2
149	12	14
80	5	2
138	11	5
3	5	12
7	3	8
72	2	7
131	7	11
178	5	5
81	8	4
95	6	4
27	8	12
119	12	1
4	12	2
175	8	6
15	11	13
193	4	9
184	13	5
49	3	9
147	6	9
181	4	3
122	9	14
121	14	11
67	3	5
26	5	11
124	1	2
48	7	8
155	7	8
160	11	1
94	12	2
200	6	7
97	4	6
71	3	2
16	6	8
109	14	11
1	9	11
10	6	6
86	13	14
140	4	14
164	7	8
85	1	5
152	8	13
55	5	10
47	3	11
144	10	3
199	1	10
20	8	13
31	1	8
106	9	11
82	11	8
50	14	12
167	8	11
179	4	12
39	9	8
40	11	11
142	2	7
128	5	8
65	9	9
32	10	14
17	14	7
103	14	3
13	14	9
57	13	5
129	6	5
61	6	5
159	1	6
177	13	9
105	13	4
83	5	10
130	3	4
96	11	8
91	10	14
70	10	5
41	9	75	10
195	12	139	13
191	9	26	12
174	13	20	6
198	8	62	3
108	3	118	8
6	13	40	6
196	4	33	3
123	7	121	1
24	5	21	5
183	14	196	13
156	9	185	6
93	13	71	2
153	5	46	4
68	11	60	7
79	13	95	1
38	4	113	11
33	1	22	8
134	4	35	9
141	1	10	5
163	10	180	3
87	8	165	9
101	8	7	8
51	13	129	1
116	8	37	6
166	14	30	7
132	11	172	13
100	5	101	1
88	10	14	1
194	11	110	2
84	5	123	4
90	3	101	12
11	3	61	13
114	12	182	6
171	8	144	12
112	9	109	3
187	3	39	6
158	6	85	10
186	11	54	14
12	10	174	9
192	7	113	1
35	14	82	1
64	1	174	2
62	1	185	5
180	8	11	12
182	5	109	2
14	12	83	4
151	6	170	10
165	3	33	4
170	11	61	2
148	13	6	2
143	13	67	5
137	5	159	12
99	14	11	6
133	6	165	10
78	14	2	3
189	6	96	9
173	14	95	12
74	8	166	6
188	11	64	12
197	10	103	11
56	10	79	14
19	13	54	6
2	10	191	4
127	10	160	11
37	9	7	9
162	14	118	7
172	3	26	9
58	8	175	7
146	13	99	9
118	2	187	9
75	9	99	12
42	3	116	8
135	5	183	5
76	2	188	6
185	12	120	14
102	6	182	3
9	5	127	8
45	12	112	2
25	13	113	1
54	9	163	2
136	2	172	14
29	10	46	11
125	9	40	2
176	6	48	9
77	14	153	4
168	2	93	13
18	10	132	4
115	8	60	12
66	7	149	2
59	6	147	7
63	2	181	2
46	8	189	1
117	3	27	10
190	10	198	6
5	9	179	13
44	8	170	7
113	8	51	4
157	6	76	7
161	1	105	1
34	3	46	9
69	6	146	4
111	4	161	9
28	12	9	12
43	2	107	7
169	12	63	7
104	8	46	8
107	4	85	2
22	2	92	9
73	9	192	7
150	6	40	6
53	8	70	6
92	14	52	9
36	12	121	11
60	10	148	12
23	13	143	9
8	6	169	2
126	4	134	4
89	14	195	8
98	10	162	5
120	1	99	4
139	9	134	14
154	8	153	1
110	9	14	2
21	3	65	2
52	8	165	8
145	14	79	9
30	3	39	8
149	10	193	12
80	6	131	4
138	9	14	10
3	5	175	4
7	10	167	2
72	9	26	5
131	1	170	6
178	13	95	12
