100	500
242	3	1
110	4	3
440	3	1
497	3	3
002	2	4
490	1	2
023	1	4
201	4	4
057	3	2
236	4	4
216	3	1
044	2	3
019	1	3
434	1	1
247	4	1
332	1	1
435	3	2
427	1	3
389	1	2
145	3	1
004	1	1
309	3	3
444	1	3
055	4	4
302	4	3
431	4	4
059	1	2
149	1	4
353	1	3
138	3	3
314	2	1
304	1	4
046	3	1
356	2	1
015	2	1
382	2	3
397	2	2
342	4	1
437	4	3
228	1	2
050	4	4
334	1	4
425	4	3
412	3	1
054	1	4
339	2	4
297	1	2
036	3	4
477	2	4
500	2	2
277	1	4
369	3	4
131	4	2
178	1	4
420	3	2
452	3	2
234	2	2
436	1	4
299	3	4
472	1	4
345	2	3
300	2	3
292	1	1
119	1	1
039	1	3
327	1	4
280	2	2
348	2	3
275	3	3
224	3	2
293	2	4
080	3	1
175	4	2
321	3	3
058	3	4
230	2	1
284	3	1
048	4	1
256	1	1
222	3	1
492	4	2
204	4	4
049	3	1
077	2	4
193	2	4
061	1	3
459	3	3
184	1	1
333	3	2
069	3	1
365	2	3
320	3	3
289	1	1
264	2	2
147	1	3
181	3	1
390	3	3
122	2	2
070	4	1
121	4	1
282	1	4
419	2	2
246	3	3
367	1	1
124	4	4
086	3	1
155	1	2
311	3	1
010	1	4
295	4	1
160	1	4
082	1	1
489	1	2
200	4	1
363	2	1
209	4	4
087	1	3
322	1	4
366	2	3
476	4	3
393	4	2
109	2	3
463	3	1
430	4	1
310	2	4
428	3	3
231	4	3
066	3	3
454	4	3
140	3	1
482	3	1
359	1	3
379	3	3
220	2	4
164	4	4
041	2	3
079	1	1
062	2	2
212	1	1
089	2	2
152	2	1
319	1	2
384	2	1
144	2	4
285	2	2
337	3	3
199	2	4
391	2	1
074	4	2
106	1	2
374	2	2
257	1	3
249	2	3
352	1	2
281	4	2
262	4	4
167	1	1
179	3	2
218	3	2
210	3	1
484	1	2
142	4	2
251	3	3
128	1	3
092	1	4
028	3	2
402	2	3
473	3	1
025	2	4
240	2	3
362	2	2
103	3	3
451	1	2
239	1	3
346	4	3
325	3	3
343	4	1
129	1	1
250	1	3
465	3	4
233	4	4
416	3	2
453	2	3
159	2	1
232	1	3
481	4	3
097	4	4
177	2	2
105	1	2
471	1	1
033	1	3
030	2	4
235	4	3
372	3	2
130	2	2
012	1	4
344	1	3
442	3	3
470	4	020	3
195	3	349	3
260	2	187	3
191	4	114	1
214	4	338	4
174	3	178	2
198	1	216	3
486	1	352	2
208	1	392	2
090	2	006	1
108	4	299	1
287	3	225	4
278	2	126	3
196	2	312	2
461	2	384	1
123	2	376	3
286	1	393	2
088	2	459	4
466	3	396	4
328	3	150	1
183	2	100	1
156	1	435	4
026	3	192	2
276	2	444	3
301	2	236	2
153	3	167	1
098	1	304	1
326	1	163	1
357	1	347	3
418	3	034	4
378	2	345	4
268	3	184	3
316	4	226	2
380	1	216	1
399	2	379	4
020	1	100	3
498	4	478	2
072	3	213	1
265	2	328	3
445	4	002	1
063	2	418	2
245	3	490	4
205	1	480	2
409	3	052	4
134	3	359	3
253	4	110	4
288	2	134	3
141	4	010	2
413	3	360	3
457	1	379	2
163	4	208	2
396	4	453	1
401	2	283	2
447	3	309	4
254	4	165	1
101	4	487	1
022	3	401	4
308	3	103	4
494	3	337	2
347	3	101	4
003	3	411	3
007	4	042	3
008	3	190	2
064	4	321	3
439	3	250	4
045	2	483	4
116	2	339	2
259	4	266	2
488	3	057	3
166	3	106	2
132	2	127	4
377	1	125	2
100	1	339	3
266	3	162	3
373	1	157	2
487	1	283	4
194	1	018	1
294	4	258	4
475	1	221	3
114	3	126	2
426	2	007	1
279	3	341	1
011	4	238	1
460	3	257	3
446	2	307	4
171	1	156	1
438	1	083	3
112	3	006	4
312	4	120	3
433	1	216	1
187	4	444	3
032	1	044	4
158	4	457	3
400	4	152	1
263	4	119	1
340	4	022	1
226	4	495	4
313	4	153	1
076	1	248	2
383	1	145	2
083	1	089	2
203	4	017	2
186	3	069	3
331	2	192	2
474	4	172	3
318	3	381	1
217	3	271	1
056	2	369	2
093	1	173	4
192	2	327	4
305	1	480	1
335	1	475	2
094	2	070	1
180	4	198	3
051	4	364	1
182	3	123	3
458	1	420	1
075	2	236	3
248	1	027	4
215	4	015	2
211	3	416	3
151	2	214	3
165	1	063	1
170	1	011	3
449	1	413	2
478	2	186	2
303	1	494	3
148	2	044	4
261	3	486	3
143	1	221	3
368	4	090	1
137	4	052	2
040	4	237	2
386	3	119	4
361	2	297	1
499	2	228	3
269	1	248	4
133	3	228	2
068	3	040	4
244	1	273	4
480	4	491	1
385	4	242	1
043	4	324	3
189	4	023	1
241	1	253	2
330	1	121	1
173	3	285	1
273	3	444	2
052	3	257	3
188	1	068	3
197	3	033	3
219	2	287	3
479	4	463	1
496	2	486	1
038	2	066	2
414	2	325	2
237	1	232	3
009	1	402	2
317	4	174	4
422	4	355	2
274	3	133	2
202	2	016	1
078	4	166	3
034	1	154	4
403	3	456	4
127	1	410	4
047	3	050	3
375	4	286	1
162	4	145	1
172	4	374	4
407	1	304	4
073	2	285	3
005	4	078	4
146	2	174	3
468	4	016	4
118	2	246	3
455	2	062	1
394	1	431	3
408	4	040	2
270	2	125	3
336	4	397	2
411	1	105	1
495	3	458	2
135	2	197	3
272	1	407	3
185	2	043	3
258	4	083	3
102	1	020	2
227	1	080	2
443	2	268	1
013	3	217	3
307	2	088	2
456	1	302	3
071	2	011	1
223	4	254	3
371	4	312	3
016	3	100	3
021	1	481	3
001	4	363	4
014	1	012	2
329	3	082	3
031	1	498	4
350	3	310	1
099	2	059	2
483	2	344	2
006	2	128	1
035	4	068	4
290	3	258	4
406	2	032	4
349	3	128	3
324	4	351	3
381	1	386	4
315	3	378	1
267	1	329	1
283	2	009	1
354	4	035	4
136	4	087	3
355	1	203	3
338	2	074	4
125	3	074	4
176	4	218	2
423	3	199	4
485	2	202	3
358	1	299	2
464	2	470	3
271	2	033	1
493	4	410	3
168	2	076	2
462	2	163	1
206	1	055	3
115	2	464	4
441	4	147	4
395	3	144	4
067	2	334	2
421	4	412	3
432	4	396	2
415	1	154	2
238	4	204	2
065	1	150	2
392	2	083	3
424	2	020	4
117	4	254	1
323	3	280	2
398	4	488	3
467	1	077	2
417	1	274	1
291	3	456	3
190	1	376	4
037	1	013	3
060	1	462	2
360	3	460	4
029	2	120	3
341	4	405	2
429	4	483	3
113	4	468	3
042	2	118	2
157	3	199	1
161	3	231	1
387	4	154	4
081	1	412	1
364	1	213	2
225	1	461	4
111	2	126	2
221	1	488	3
370	3	219	3
169	3	481	4
027	4	029	2
410	2	009	4
213	2	277	3
104	1	028	2
091	4	334	2
107	3	098	1
085	4	090	3
084	1	457	1
229	1	231	1
095	4	317	2
018	3	093	1
404	2	330	3
243	2	428	3
298	2	202	2
450	1	378	1
405	3	193	2
491	3	246	4
376	3	347	4
448	2	291	3
255	4	217	2
096	2	126	2
150	1	209	1
388	1	072	2
296	2	387	3
252	1	396	4
351	1	239	4
469	1	395	3
017	2	262	4
126	3	305	2
306	2	286	3
120	3	349	4
024	2	045	4
139	4	344	2
053	4	063	4
154	4	048	1
207	2	358	2
242	3	011	1
110	3	175	3
440	1	298	3
497	2	154	3
002	3	106	4
490	4	480	2
023	1	312	4
201	2	276	3
057	3	067	4
236	4	177	2
216	1	102	3
044	1	466	1
019	2	161	3
434	2	218	3
247	2	046	1
332	1	483	1
435	3	148	3
427	4	410	1
389	3	378	2
145	1	135	4
004	4	206	2
309	2	362	4
444	3	116	1
055	2	474	1
302	4	388	1
431	1	079	4
059	1	229	1
149	1	409	1
353	2	060	4
138	4	296	2
314	1	033	1
304	1	073	1
046	2	429	4
356	4	436	4
015	4	344	4
382	4	471	2
397	3	436	4
342	4	246	4
437	2	307	4
228	4	336	1
050	1	323	1
334	2	352	3
425	1	050	1
412	1	209	4
054	3	241	4
339	3	243	1
297	3	003	2
036	3	008	2
477	2	406	3
500	1	408	2
277	2	115	4
369	3	397	2
131	2	152	1
178	4	390	1
420	1	346	2
452	1	484	2
234	1	001	1
436	1	383	3
299	1	455	3
472	1	471	3
345	4	007	4
300	2	474	4
292	3	424	4
119	4	001	3
039	1	064	2
327	3	017	1
280	2	417	3
348	3	420	2
275	4	386	2
224	1	333	2
293	1	213	1
080	3	456	3
175	3	008	1
321	1	398	1
058	1	478	1
230	1	089	1
284	4	054	4
048	3	081	3
256	4	246	4
222	1	380	1
492	4	071	4
204	2	056	4
049	3	261	4
077	1	486	4
193	4	204	2
061	4	346	4
459	2	225	3
184	4	432	2
333	2	380	3
069	2	412	1
365	4	047	3
320	2	114	3
289	2	113	2
264	3	073	1
147	1	131	2
181	1	380	1
390	3	375	4
122	3	011	4
070	4	150	3
121	2	012	4
282	4	240	1
419	3	072	1
246	2	498	3
367	3	034	1
124	3	135	1
086	3	055	3
155	2	300	3
311	4	457	1
010	1	283	1
295	3	023	3
160	2	324	1
082	4	098	1
489	4	064	1
200	2	468	4
363	2	040	1
209	1	194	4
087	1	218	3
322	4	430	1
366	4	048	4
476	1	493	1
393	2	488	4
109	3	352	4
463	2	084	2
430	1	039	1
310	3	327	1
428	2	261	3
231	2	457	1
066	4	413	1
454	2	251	1
140	4	491	3
482	4	032	1
359	4	219	2
379	1	404	4
220	2	328	3
164	1	389	3
041	1	306	1
079	4	372	2
062	1	427	2
212	1	394	4
089	4	184	3
152	1	043	3
319	4	143	3
384	4	052	3
144	4	159	4
285	4	211	3
337	2	085	1
199	3	259	1
391	2	246	2
074	3	271	4
106	3	015	1
374	3	361	2
257	3	073	2
249	1	029	3
352	2	134	3
281	2	090	1
262	3	463	2
167	4	127	1
179	3	295	1
218	2	005	3
210	1	025	1
484	2	360	2
142	4	302	1
251	2	421	1
128	4	431	4
092	4	403	3
028	3	208	1
402	3	190	1
473	1	202	2
025	4	106	3
240	1	424	1
362	4	303	3
103	1	376	1
451	2	417	1
239	4	121	1
346	1	178	3
325	4	167	1
343	3	008	3
129	1	021	2
250	3	064	1
465	2	327	1
233	1	038	4
416	1	024	2
453	3	420	4
159	3	492	3
232	2	489	2
481	2	477	4
097	2	457	1
177	2	216	4
105	1	307	2
471	4	453	3
033	2	004	1
030	3	338	3
235	1	110	3
372	1	106	4
130	3	098	3
012	3	254	4
344	1	055	3
442	3	208	4
470	4	2
195	2	3
260	2	4
191	4	3
214	2	4
174	2	3
198	4	2
486	4	3
208	1	1
090	2	2
108	2	1
287	1	3
278	4	2
196	3	2
461	1	1
123	3	3
286	4	2
088	3	2
466	2	3
328	3	3
183	1	4
156	1	4
026	2	3
276	4	1
301	3	2
153	2	1
098	2	4
326	2	4
357	3	1
418	3	2
378	4	2
268	3	1
316	4	2
380	4	2
399	2	3
020	4	1
498	2	1
072	4	3
265	4	3
445	2	4
063	2	1
245	3	4
205	2	4
409	3	3
134	1	4
253	4	3
288	4	2
141	2	1
413	2	1
457	3	3
163	4	1
396	2	1
401	4	3
447	4	3
254	1	3
101	3	2
022	3	4
308	4	3
494	2	1
347	4	3
003	1	3
007	4	3
008	2	4
064	1	3
439	3	4
045	4	4
116	4	4
259	2	1
488	3	1
166	4	3
132	1	1
377	4	3
100	4	3
266	3	4
373	2	3
487	2	3
194	1	3
294	2	1
475	3	1
114	3	2
426	3	1
279	1	1
011	2	3
460	3	3
446	2	3
171	1	1
438	3	2
112	3	4
312	4	3
433	1	1
187	4	3
032	2	2
158	4	3
400	1	3
263	4	3
340	3	4
226	2	4
313	3	2
076	4	1
383	1	3
083	3	4
203	3	3
186	4	1
331	2	1
474	2	3
318	3	3
217	3	4
056	2	2
093	4	4
192	3	4
305	2	3
335	2	1
094	1	1
180	2	4
051	3	4
182	3	1
458	2	1
075	4	2
248	1	3
215	3	1
211	4	2
151	2	2
165	4	3
170	1	2
449	1	1
478	1	2
303	1	1
148	3	1
261	3	4
143	2	3
368	1	3
137	3	3
040	1	4
386	4	3
361	1	1
499	3	1
269	3	2
133	2	2
068	4	4
244	1	3
480	4	2
385	4	1
043	3	4
189	3	2
241	3	1
330	3	3
173	3	3
273	4	1
052	2	3
188	1	4
197	3	2
219	3	3
479	3	2
496	3	4
038	1	1
414	3	3
237	2	1
009	3	4
317	1	4
422	2	2
274	2	3
202	2	3
078	3	3
034	4	4
403	2	1
127	1	1
047	3	4
375	1	3
162	2	4
172	2	3
407	3	1
073	4	4
005	4	4
146	2	3
468	1	4
118	2	4
455	4	2
394	1	1
408	4	4
270	3	2
336	3	1
411	2	4
495	2	4
135	4	2
272	4	2
185	4	3
258	2	4
102	1	4
227	1	2
443	4	4
013	1	2
307	2	4
456	1	3
071	3	3
223	3	1
371	4	3
016	3	2
021	4	4
001	3	1
014	1	2
329	4	4
031	3	4
350	2	3
099	2	1
483	1	3
006	1	1
035	4	2
290	3	4
406	2	2
349	4	1
324	1	3
381	4	3
315	3	3
267	4	1
283	1	1
354	1	4
136	3	4
355	1	3
338	4	3
125	2	2
176	4	4
423	4	1
485	4	1
358	4	4
464	2	3
271	2	4
493	4	3
168	1	3
462	4	3
206	2	3
115	3	3
441	2	1
395	4	1
067	2	3
421	1	1
432	2	1
415	3	4
238	2	3
065	3	4
392	3	1
424	3	2
117	3	4
323	3	4
398	3	3
467	2	1
417	1	2
291	3	2
190	2	4
037	1	4
060	2	4
360	1	4
029	3	3
341	2	1
429	4	1
113	1	3
042	3	3
157	3	1
161	4	3
387	2	2
081	3	2
364	1	2
225	1	4
111	3	2
221	2	4
370	3	2
169	3	1
027	4	1
410	2	4
213	1	4
104	4	2
091	3	3
107	3	2
085	1	2
084	4	2
229	1	3
095	3	3
018	4	4
404	3	1
243	2	2
298	3	2
450	3	2
405	1	1
491	4	2
376	2	1
448	4	2
255	2	4
096	3	3
150	3	3
388	1	2
296	2	2
252	2	3
351	3	2
469	2	3
017	3	3
126	1	2
306	4	3
120	3	4
024	3	2
139	3	3
053	4	3
154	1	3
207	4	1
242	3	2
110	2	4
440	4	3
497	2	3
002	1	2
490	4	4
023	1	4
201	4	3
057	2	4
236	1	4
216	1	3
044	2	2
019	1	1
434	3	2
247	1	4
332	1	1
435	4	2
427	3	4
389	1	1
145	1	2
004	1	2
309	3	3
444	3	3
055	4	4
302	1	4
431	1	4
059	1	3
149	2	4
353	4	3
138	2	3
314	1	3
304	1	4
046	1	1
356	1	4
015	3	1
382	4	4
397	2	3
342	4	1
437	3	3
228	2	4
050	2	3
334	2	4
425	2	4
412	3	2
054	4	4
339	4	3
297	2	3
036	3	1
477	4	3
500	3	3
277	4	2
369	4	2
131	4	4
178	1	2
420	3	2
452	3	3
234	2	1
436	2	2
299	3	1
472	3	2
345	4	4
300	3	4
292	1	4
119	3	4
039	4	1
327	2	3
280	2	2
348	4	1
275	4	4
224	1	3
293	1	4
080	2	1
175	1	2
321	3	2
058	2	4
230	1	2
284	2	1
048	4	1
256	1	1
222	3	4
492	2	2
204	3	1
049	1	2
077	3	3
193	1	3
061	3	1
459	4	3
184	2	2
333	1	4
069	2	1
365	1	2
320	1	2
289	2	2
264	1	3
147	2	1
181	1	2
390	3	1
122	1	2
070	3	1
121	1	1
282	3	1
419	4	3
246	1	1
367	3	4
124	4	4
086	3	4
155	2	2
311	3	3
010	3	1
295	1	3
160	2	1
082	3	1
489	4	1
200	4	3
363	2	3
209	3	4
087	2	4
322	1	1
366	1	1
476	3	4
393	2	3
109	1	4
463	2	3
430	3	2
310	3	1
428	2	3
231	1	3
066	1	1
454	4	1
140	3	4
482	3	4
359	1	1
379	2	3
220	3	1
164	2	3
041	4	4
079	1	4
062	3	2
212	4	2
089	3	3
152	4	4
319	1	1
384	4	4
144	3	1
285	3	1
337	2	1
199	1	3
391	2	3
074	4	3
106	4	2
374	2	1
257	4	4
249	1	1
352	3	4
281	3	4
262	4	3
167	4	1
179	1	2
218	3	4
210	3	1
484	4	3
142	4	4
251	3	2
128	1	2
092	3	2
028	3	2
402	3	2
473	1	1
025	4	3
240	2	1
362	4	1
103	2	3
451	3	4
239	4	1
346	1	3
325	3	1
343	2	2
129	1	3
250	1	1
465	1	1
233	1	1
416	4	1
453	2	2
159	3	1
232	3	1
481	2	3
097	3	3
177	4	3
105	4	3
471	1	2
033	1	1
030	4	3
235	2	2
372	4	4
130	3	2
012	3	3
344	1	2
442	1	1
470	3	257	1
195	2	078	2
260	2	144	2
191	4	141	1
214	1	140	2
174	2	324	4
198	1	465	1
486	3	448	3
208	4	130	2
090	1	272	3
108	2	220	3
287	3	299	4
278	4	225	2
196	1	437	2
461	4	262	2
123	3	310	3
286	1	364	3
088	3	462	3
466	1	022	2
328	4	443	4
183	4	201	3
156	4	132	4
026	4	117	3
276	1	472	2
301	3	368	4
153	2	278	3
098	2	184	4
326	4	407	4
357	2	329	3
418	2	380	4
378	1	072	2
268	3	083	4
316	3	200	2
380	3	259	3
399	4	144	3
020	3	068	1
498	2	483	4
072	3	244	1
265	2	163	3
445	2	110	4
063	1	062	3
245	1	154	2
205	2	045	2
409	2	279	4
134	4	242	2
253	3	179	2
288	4	303	2
141	1	178	4
413	3	262	2
457	1	191	3
163	1	489	4
396	1	074	1
401	2	374	4
447	4	290	3
254	4	005	4
101	4	274	2
022	1	320	1
308	4	003	4
494	1	072	1
347	3	196	2
003	2	079	3
007	4	027	1
008	4	282	1
064	4	119	1
439	2	257	1
045	3	127	2
116	2	172	1
259	1	479	4
488	3	260	3
166	2	469	3
132	1	443	1
377	3	279	4
100	3	070	1
266	1	071	1
373	3	062	1
487	2	474	1
194	2	211	4
294	3	298	3
475	3	396	4
114	4	272	2
426	2	227	3
279	4	400	2
011	4	142	4
460	4	302	4
446	1	167	3
171	1	240	1
438	4	475	3
112	4	199	2
312	1	054	1
433	4	118	3
187	4	176	1
032	2	129	4
158	2	018	2
400	4	192	2
263	1	037	4
340	1	246	4
226	3	009	2
313	2	004	1
076	2	032	3
383	2	157	3
083	2	024	4
203	1	481	1
186	4	441	3
331	1	311	3
474	4	095	4
318	4	390	1
217	4	408	2
056	4	323	2
093	2	072	2
192	3	472	1
305	2	378	2
335	2	157	2
094	4	074	4
180	4	230	2
051	2	495	4
182	4	019	2
458	4	427	2
075	1	150	2
248	2	153	1
215	4	472	2
211	4	249	1
151	3	053	3
165	1	280	2
170	3	338	4
449	4	100	1
478	1	364	4
303	1	380	4
148	1	048	4
261	3	290	3
143	1	377	1
368	4	385	4
137	2	248	3
040	4	451	1
386	2	090	1
361	1	220	1
499	4	111	2
269	1	435	4
133	2	500	2
068	4	137	4
244	4	288	2
480	4	273	1
385	1	363	4
043	4	020	1
189	1	487	1
241	3	095	2
330	2	280	2
173	2	040	3
273	4	172	4
052	2	014	3
188	2	456	3
197	3	146	1
219	3	195	4
479	1	154	1
496	4	420	2
038	4	218	1
414	4	289	1
237	4	020	4
009	1	137	4
317	3	306	3
422	2	200	2
274	1	144	1
202	2	248	2
078	3	465	2
034	2	493	3
403	2	270	1
127	4	419	1
047	2	395	2
375	3	038	3
162	1	124	4
172	4	325	2
407	4	331	4
073	4	407	1
005	3	038	4
146	2	305	2
468	1	264	3
118	3	069	1
455	4	312	1
394	1	412	1
408	4	059	3
270	1	102	4
336	3	138	4
411	4	469	3
495	3	354	1
135	4	218	4
272	1	182	4
185	4	087	1
258	2	038	2
102	1	093	4
227	1	480	3
443	4	057	2
013	3	299	4
307	2	074	4
456	4	344	1
071	1	223	1
223	4	213	3
371	2	454	1
016	4	206	4
021	4	252	2
001	4	106	3
014	1	080	1
329	3	475	4
031	2	496	4
350	3	204	3
099	2	194	2
483	4	421	2
006	4	090	1
035	2	483	3
290	3	150	3
406	1	481	2
349	3	008	1
324	1	489	1
381	3	185	3
315	3	072	2
267	1	047	4
283	1	281	1
354	2	263	4
136	3	050	4
355	4	114	1
338	3	349	1
125	3	296	3
176	4	475	3
423	2	067	1
485	2	256	3
358	4	463	1
464	2	297	4
271	1	137	3
493	3	268	2
168	2	341	4
462	3	393	3
206	1	184	2
115	1	490	3
441	3	330	4
395	3	369	1
067	2	369	4
421	4	055	3
432	1	013	4
415	2	182	3
238	2	394	1
065	1	309	2
392	4	087	1
424	4	267	3
117	1	116	2
323	1	011	1
398	3	117	1
467	1	410	3
417	1	473	1
291	2	196	1
190	4	469	1
037	2	380	3
060	2	342	4
360	4	471	3
029	3	340	4
341	1	398	4
429	1	095	2
113	4	120	3
042	2	496	4
157	2	087	2
161	3	062	2
387	1	390	4
081	4	305	1
364	2	227	3
225	2	390	4
111	4	129	2
221	4	038	3
370	1	022	1
169	1	422	1
027	1	144	3
410	4	417	4
213	3	276	3
104	4	418	3
091	3	387	3
107	3	062	2
085	3	393	1
084	2	349	2
229	2	020	2
095	4	190	1
018	4	110	3
404	2	461	4
243	2	023	1
298	1	008	1
450	4	257	1
405	3	473	1
491	4	177	1
376	1	053	4
448	1	140	3
255	1	398	1
096	4	116	3
150	2	303	3
388	3	001	1
296	1	100	4
252	4	431	3
351	3	276	4
469	2	460	3
017	4	205	1
126	4	278	1
306	2	376	3
120	3	395	4
024	4	135	2
139	3	487	2
053	3	207	3
154	1	166	1
207	3	393	4
242	1	374	3
110	4	013	2
440	4	183	1
497	2	381	2
002	4	242	1
490	3	280	2
023	1	400	1
201	3	128	4
057	2	366	2
236	1	172	2
216	2	332	1
044	3	488	4
019	2	353	2
434	2	394	4
247	3	387	3
332	3	436	2
435	3	293	2
427	1	224	1
389	4	260	3
145	1	495	3
004	1	399	2
309	1	297	3
444	1	454	3
055	2	097	2
302	2	179	3
431	4	062	1
059	3	126	4
149	1	362	4
353	1	410	2
138	1	495	4
314	3	232	3
304	2	495	2
046	3	361	1
356	3	139	3
015	1	235	3
382	3	231	1
397	4	190	1
342	4	273	3
437	2	295	2
228	3	062	2
050	1	426	2
334	1	409	1
425	2	070	4
412	3	162	3
054	1	417	4
339	2	402	2
297	2	259	2
036	2	307	4
477	3	267	3
500	4	445	2
277	3	328	3
369	4	252	1
131	4	256	4
178	1	097	1
420	1	009	3
452	4	105	4
234	1	204	2
436	3	092	4
299	4	115	3
472	2	117	1
345	1	084	3
300	3	468	2
292	4	173	4
119	2	307	2
039	2	363	4
327	3	062	3
280	2	400	4
348	2	204	3
275	1	161	1
224	1	186	1
293	3	355	1
080	3	024	1
175	1	003	4
321	3	203	2
058	1	103	2
230	1	072	4
284	1	390	3
048	2	101	4
256	4	163	3
222	1	223	2
492	1	320	3
204	1	291	1
049	4	289	2
077	3	037	2
193	3	008	4
061	4	428	1
459	3	446	4
184	2	132	1
333	1	339	2
069	4	231	2
365	1	418	1
320	1	113	1
289	2	401	3
264	3	348	1
147	4	395	2
181	3	217	4
390	4	293	1
122	4	472	2
070	4	447	1
121	4	382	4
282	1	105	3
419	1	382	1
246	1	052	3
367	2	325	2
124	4	377	4
086	4	281	2
155	4	300	4
311	2	490	1
010	3	145	2
295	4	198	4
160	3	445	3
082	3	110	3
489	4	267	4
200	3	308	3
363	1	157	2
209	4	039	4
087	1	004	2
322	3	088	2
366	3	095	4
476	1	002	2
393	4	210	3
109	4	283	2
463	3	407	1
430	3	054	1
310	3	380	1
428	3	495	4
231	2	043	4
066	1	228	4
454	1	257	3
140	2	375	1
482	2	093	1
359	3	112	2
379	3	143	1
220	2	490	2
164	4	029	2
041	1	350	3
079	4	278	1
062	1	203	1
212	1	341	2
089	3	476	4
152	4	007	4
319	1	490	2
384	1	230	2
144	4	427	1
285	3	180	4
337	3	223	1
199	4	167	1
391	2	126	3
074	4	119	1
106	2	395	1
374	1	123	2
257	3	093	1
249	3	160	1
352	3	321	3
281	3	044	4
262	4	100	3
167	1	304	2
179	3	375	1
218	1	389	3
210	3	066	3
484	3	219	2
142	2	411	1
251	3	354	3
128	1	487	1
092	2	179	2
028	2	040	2
402	2	017	2
473	3	455	1
025	4	243	3
240	3	314	2
362	1	203	3
103	3	148	4
451	2	394	2
239	3	016	3
346	4	477	3
325	1	095	1
343	1	491	3
129	3	155	2
250	4	499	4
465	4	230	3
233	2	382	2
416	4	418	2
453	3	455	2
159	3	484	4
232	1	328	1
481	4	019	4
097	1	448	2
177	2	144	2
105	4	472	2
471	2	365	1
033	3	438	3
030	3	116	4
235	1	465	2
372	4	254	3
130	3	325	4
012	4	023	4
344	4	280	2
442	2	496	4
470	4	3
195	1	1
260	1	3
191	4	3
214	2	4
174	4	2
198	4	4
486	1	3
208	1	4
090	1	2
108	1	2
287	1	4
278	4	3
196	3	3
461	3	4
123	2	2
286	1	2
088	2	2
466	1	3
328	1	2
183	1	2
156	1	3
026	2	3
276	2	3
301	2	3
153	1	4
098	2	2
326	1	1
357	1	1
418	2	2
378	4	4
268	3	4
316	2	1
380	3	1
399	1	2
020	2	1
498	4	4
072	2	4
265	3	1
445	4	1
063	2	1
245	4	4
205	4	1
409	3	3
134	2	2
253	4	4
288	1	2
141	1	4
413	2	3
457	3	1
163	4	3
396	4	4
401	4	1
447	3	2
254	1	3
101	1	2
022	4	4
308	1	3
494	3	1
347	2	1
003	3	2
007	1	1
008	2	1
064	4	4
439	2	4
045	2	2
116	1	3
259	3	4
488	4	1
166	4	1
132	3	2
377	1	2
100	4	1
266	1	1
373	3	4
487	1	1
194	1	1
294	4	4
475	2	3
114	1	2
426	1	1
279	1	3
011	1	2
460	3	3
446	1	2
171	4	3
438	4	1
112	4	2
312	2	3
433	1	1
187	3	3
032	2	4
158	4	3
400	4	1
263	1	3
340	1	1
226	4	3
313	4	3
076	4	1
383	4	1
083	2	3
203	2	3
186	1	1
331	2	4
474	1	4
318	4	4
217	4	2
056	1	2
093	3	1
192	2	3
305	4	1
335	1	1
094	4	4
180	2	2
051	4	1
182	2	4
458	1	3
075	4	1
248	4	1
215	2	2
211	1	4
151	2	2
165	3	3
170	2	4
449	3	2
478	1	1
303	1	3
148	4	1
261	1	3
143	1	1
368	2	1
137	2	3
040	2	3
386	3	1
361	2	2
499	1	2
269	1	4
133	1	3
068	1	1
244	2	3
480	4	2
385	3	2
043	4	4
189	4	4
241	1	3
330	4	4
173	3	2
273	3	2
052	2	3
188	3	3
197	1	1
219	4	3
479	4	2
496	2	2
038	3	4
414	2	1
237	4	3
009	1	4
317	2	4
422	3	3
274	3	1
202	2	2
078	4	4
034	3	3
403	4	4
127	4	4
047	4	3
375	1	1
162	4	1
172	4	1
407	1	3
073	3	3
005	4	3
146	2	3
468	4	4
118	3	3
455	2	1
394	2	1
408	4	4
270	2	3
336	2	4
411	2	3
495	2	2
135	4	2
272	4	3
185	1	3
258	4	4
102	3	1
227	1	1
443	4	1
013	3	2
307	1	3
456	3	1
071	3	3
223	3	2
371	1	2
016	1	4
021	4	1
001	3	3
014	4	4
329	1	1
031	3	2
350	2	1
099	3	1
483	2	3
006	4	4
035	4	2
290	1	1
406	1	2
349	4	3
324	3	2
381	3	2
315	4	4
267	1	3
283	2	2
354	3	3
136	3	1
355	2	1
338	4	3
125	2	1
176	3	3
423	3	3
485	2	1
358	1	2
464	3	4
271	1	1
493	2	4
168	1	4
462	3	1
206	3	1
115	4	2
441	2	2
395	1	3
067	1	3
421	3	1
432	2	1
415	4	2
238	1	4
065	3	4
392	3	3
424	4	2
117	1	1
323	3	1
398	2	1
467	2	1
417	1	3
291	1	2
190	2	3
037	1	2
060	2	2
360	1	4
029	2	3
341	2	4
429	4	2
113	1	1
042	2	4
157	1	3
161	4	2
387	1	4
081	2	1
364	2	2
225	2	3
111	3	1
221	4	2
370	4	2
169	1	4
027	3	3
410	1	2
213	3	4
104	2	1
091	3	1
107	4	3
085	4	4
084	4	4
229	4	2
095	2	2
018	1	4
404	3	4
243	1	3
298	2	2
450	2	4
405	1	1
491	3	2
376	4	1
448	4	2
255	1	2
096	4	2
150	2	1
388	4	2
296	3	1
252	3	3
351	1	4
469	3	4
017	1	4
126	2	1
306	3	4
120	4	4
024	2	4
139	2	2
053	3	3
154	1	3
